#gene_id	transcript_id	sprot_Top_BLASTX_hit	RNAMMER	prot_id	prot_coords	sprot_Top_BLASTP_hit	Pfam	SignalP	TmHMM	eggnog	Kegg	gene_ontology_BLASTX	gene_ontology_BLASTP	gene_ontology_Pfam	transcript	peptide
TRINITY_DN2027_c0_g1	TRINITY_DN2027_c0_g1_i1	ODPB_YEAST^ODPB_YEAST^Q:3-239,H:267-345^63.291%ID^E:2.65e-29^RecName: Full=Pyruvate dehydrogenase E1 component subunit beta, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces	.	.	.	.	.	.	.	.	KEGG:sce:YBR221C	GO:0042645^cellular_component^mitochondrial nucleoid`GO:0005967^cellular_component^mitochondrial pyruvate dehydrogenase complex`GO:0005739^cellular_component^mitochondrion`GO:0004739^molecular_function^pyruvate dehydrogenase (acetyl-transferring) activity`GO:0006086^biological_process^acetyl-CoA biosynthetic process from pyruvate`GO:0006096^biological_process^glycolytic process	.	.	.	.
TRINITY_DN2042_c0_g1	TRINITY_DN2042_c0_g1_i1	2AB2C_ARATH^2AB2C_ARATH^Q:216-1,H:439-507^48.611%ID^E:4.89e-16^RecName: Full=Probable serine/threonine protein phosphatase 2A regulatory subunit B''gamma;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT5G28900	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0000159^cellular_component^protein phosphatase type 2A complex`GO:0005509^molecular_function^calcium ion binding`GO:0019888^molecular_function^protein phosphatase regulator activity`GO:0006470^biological_process^protein dephosphorylation	.	.	.	.
TRINITY_DN2006_c0_g1	TRINITY_DN2006_c0_g1_i1	ATD3A_HUMAN^ATD3A_HUMAN^Q:1-378,H:403-528^70.635%ID^E:1e-58^RecName: Full=ATPase family AAA domain-containing protein 3A {ECO:0000312|HGNC:HGNC:25567};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	.	TRINITY_DN2006_c0_g1_i1.p1	1-378[+]	ATD3A_HUMAN^ATD3A_HUMAN^Q:1-126,H:403-528^70.635%ID^E:9e-59^RecName: Full=ATPase family AAA domain-containing protein 3A {ECO:0000312|HGNC:HGNC:25567};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	.	.	.	.	KEGG:hsa:55210	GO:0016021^cellular_component^integral component of membrane`GO:0005743^cellular_component^mitochondrial inner membrane`GO:0042645^cellular_component^mitochondrial nucleoid`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042802^molecular_function^identical protein binding`GO:0008270^molecular_function^zinc ion binding`GO:0140374^biological_process^antiviral innate immune response`GO:0007005^biological_process^mitochondrion organization`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0001558^biological_process^regulation of cell growth	GO:0016021^cellular_component^integral component of membrane`GO:0005743^cellular_component^mitochondrial inner membrane`GO:0042645^cellular_component^mitochondrial nucleoid`GO:0005739^cellular_component^mitochondrion`GO:0005524^molecular_function^ATP binding`GO:0016887^molecular_function^ATPase activity`GO:0042802^molecular_function^identical protein binding`GO:0008270^molecular_function^zinc ion binding`GO:0140374^biological_process^antiviral innate immune response`GO:0007005^biological_process^mitochondrion organization`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0001558^biological_process^regulation of cell growth	.	.	.
TRINITY_DN2031_c0_g1	TRINITY_DN2031_c0_g1_i1	ODPB1_ARATH^ODPB1_ARATH^Q:1-204,H:152-219^73.529%ID^E:9.58e-31^RecName: Full=Pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT5G50850	GO:0005967^cellular_component^mitochondrial pyruvate dehydrogenase complex`GO:0005739^cellular_component^mitochondrion`GO:0005730^cellular_component^nucleolus`GO:0009536^cellular_component^plastid`GO:0005774^cellular_component^vacuolar membrane`GO:0004739^molecular_function^pyruvate dehydrogenase (acetyl-transferring) activity`GO:0006086^biological_process^acetyl-CoA biosynthetic process from pyruvate`GO:0042742^biological_process^defense response to bacterium`GO:0006096^biological_process^glycolytic process	.	.	.	.
TRINITY_DN2063_c0_g1	TRINITY_DN2063_c0_g1_i1	FS2P1_MOUSE^FS2P1_MOUSE^Q:102-338,H:403-480^37.975%ID^E:1.23e-10^RecName: Full=Fatty acid desaturase 2-like protein FADS2B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	TRINITY_DN2063_c0_g1_i1.p1	3-344[+]	FS2P1_MOUSE^FS2P1_MOUSE^Q:34-112,H:403-480^37.975%ID^E:1.11e-10^RecName: Full=Fatty acid desaturase 2-like protein FADS2B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	KEGG:mmu:228151	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046872^molecular_function^metal ion binding`GO:0016491^molecular_function^oxidoreductase activity`GO:0006636^biological_process^unsaturated fatty acid biosynthetic process	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0046872^molecular_function^metal ion binding`GO:0016491^molecular_function^oxidoreductase activity`GO:0006636^biological_process^unsaturated fatty acid biosynthetic process	.	.	.
TRINITY_DN2010_c0_g1	TRINITY_DN2010_c0_g1_i1	AMPP2_ARATH^AMPP2_ARATH^Q:2-205,H:566-633^73.529%ID^E:9.08e-29^RecName: Full=Aminopeptidase P2 {ECO:0000303|PubMed:11891249};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT3G05350	GO:0009507^cellular_component^chloroplast`GO:0009570^cellular_component^chloroplast stroma`GO:0005829^cellular_component^cytosol`GO:0046872^molecular_function^metal ion binding`GO:0070006^molecular_function^metalloaminopeptidase activity	.	.	.	.
TRINITY_DN2020_c0_g1	TRINITY_DN2020_c0_g1_i1	HIR2_ARATH^HIR2_ARATH^Q:1-198,H:15-81^53.731%ID^E:2.55e-16^RecName: Full=Hypersensitive-induced response protein 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	.	.	.	.	KEGG:ath:AT1G69840	GO:0005739^cellular_component^mitochondrion`GO:0009705^cellular_component^plant-type vacuole membrane`GO:0005886^cellular_component^plasma membrane`GO:0009506^cellular_component^plasmodesma`GO:0005774^cellular_component^vacuolar membrane`GO:0005773^cellular_component^vacuole`GO:0043424^molecular_function^protein histidine kinase binding	.	.	.	.
TRINITY_DN2096_c0_g1	TRINITY_DN2096_c0_g1_i1	CLF1_NEUCR^CLF1_NEUCR^Q:2-238,H:414-492^51.899%ID^E:1.25e-20^RecName: Full=Pre-mRNA-splicing factor clf-1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora	.	.	.	.	.	.	.	.	KEGG:ncr:NCU02717	GO:0071013^cellular_component^catalytic step 2 spliceosome`GO:0000785^cellular_component^chromatin`GO:0071014^cellular_component^post-mRNA release spliceosomal complex`GO:0000974^cellular_component^Prp19 complex`GO:0071006^cellular_component^U2-type catalytic step 1 spliceosome`GO:0071007^cellular_component^U2-type catalytic step 2 spliceosome`GO:0071008^cellular_component^U2-type post-mRNA release spliceosomal complex`GO:0071004^cellular_component^U2-type prespliceosome`GO:0003682^molecular_function^chromatin binding`GO:0003688^molecular_function^DNA replication origin binding`GO:0000354^biological_process^cis assembly of pre-catalytic spliceosome`GO:0006270^biological_process^DNA replication initiation`GO:0000398^biological_process^mRNA splicing, via spliceosome`GO:0000245^biological_process^spliceosomal complex assembly	.	.	.	.
TRINITY_DN2066_c0_g1	TRINITY_DN2066_c0_g1_i1	GSA2_ARATH^GSA2_ARATH^Q:1-534,H:211-388^74.719%ID^E:1.23e-93^RecName: Full=Glutamate-1-semialdehyde 2,1-aminomutase 2, chloroplastic {ECO:0000303|Ref.1};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	TRINITY_DN2066_c0_g1_i1.p1	1-537[+]	GSA2_ARATH^GSA2_ARATH^Q:1-178,H:211-388^74.719%ID^E:1.11e-93^RecName: Full=Glutamate-1-semialdehyde 2,1-aminomutase 2, chloroplastic {ECO:0000303|Ref.1};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis	.	.	.	.	KEGG:ath:AT3G48730	GO:0009507^cellular_component^chloroplast`GO:0009941^cellular_component^chloroplast envelope`GO:0009570^cellular_component^chloroplast stroma`GO:0005829^cellular_component^cytosol`GO:0042286^molecular_function^glutamate-1-semialdehyde 2,1-aminomutase activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0008483^molecular_function^transaminase activity`GO:0015995^biological_process^chlorophyll biosynthetic process`GO:0006779^biological_process^porphyrin-containing compound biosynthetic process`GO:0006782^biological_process^protoporphyrinogen IX biosynthetic process	GO:0009507^cellular_component^chloroplast`GO:0009941^cellular_component^chloroplast envelope`GO:0009570^cellular_component^chloroplast stroma`GO:0005829^cellular_component^cytosol`GO:0042286^molecular_function^glutamate-1-semialdehyde 2,1-aminomutase activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0030170^molecular_function^pyridoxal phosphate binding`GO:0008483^molecular_function^transaminase activity`GO:0015995^biological_process^chlorophyll biosynthetic process`GO:0006779^biological_process^porphyrin-containing compound biosynthetic process`GO:0006782^biological_process^protoporphyrinogen IX biosynthetic process	.	.	.
TRINITY_DN2095_c0_g1	TRINITY_DN2095_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN2070_c0_g1	TRINITY_DN2070_c0_g1_i1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN2011_c0_g1	TRINITY_DN2011_c0_g1_i1	.	.	TRINITY_DN2011_c0_g1_i1.p1	3-356[-]	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN2043_c0_g1	TRINITY_DN2043_c0_g1_i1	AATNT_SYNY3^AATNT_SYNY3^Q:34-204,H:392-446^45.614%ID^E:1.93e-08^RecName: Full=A-adding tRNA nucleotidyltransferase {ECO:0000305};^Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis; unclassified Synechocystis	.	TRINITY_DN2043_c0_g1_i1.p1	1-297[+]	AATNT_SYNY3^AATNT_SYNY3^Q:12-68,H:392-446^45.614%ID^E:1.74e-08^RecName: Full=A-adding tRNA nucleotidyltransferase {ECO:0000305};^Bacteria; Cyanobacteria; Synechococcales; Merismopediaceae; Synechocystis; unclassified Synechocystis	.	.	.	COG0517^Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth (By similarity)`COG0617^Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate`COG0618^phosphoesterase RecJ domain protein	KEGG:syn:sll1253	GO:0005524^molecular_function^ATP binding`GO:0046872^molecular_function^metal ion binding`GO:0016779^molecular_function^nucleotidyltransferase activity`GO:0000049^molecular_function^tRNA binding`GO:0008033^biological_process^tRNA processing	GO:0005524^molecular_function^ATP binding`GO:0046872^molecular_function^metal ion binding`GO:0016779^molecular_function^nucleotidyltransferase activity`GO:0000049^molecular_function^tRNA binding`GO:0008033^biological_process^tRNA processing	.	.	.
TRINITY_DN2060_c0_g1	TRINITY_DN2060_c0_g1_i1	CLPS_MYXXD^CLPS_MYXXD^Q:22-198,H:23-81^44.068%ID^E:9.84e-13^RecName: Full=ATP-dependent Clp protease adapter protein ClpS {ECO:0000255|HAMAP-Rule:MF_00302};^Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus	.	.	.	.	.	.	.	COG2127^protein catabolic process	KEGG:mxa:MXAN_6025	GO:0030163^biological_process^protein catabolic process`GO:0006508^biological_process^proteolysis	.	.	.	.
TRINITY_DN2036_c0_g1	TRINITY_DN2036_c0_g1_i1	GNA14_HUMAN^GNA14_HUMAN^Q:24-215,H:123-186^42.188%ID^E:3.9e-11^RecName: Full=Guanine nucleotide-binding protein subunit alpha-14;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo	.	.	.	.	.	.	.	.	KEGG:hsa:9630	GO:0070062^cellular_component^extracellular exosome`GO:0005834^cellular_component^heterotrimeric G-protein complex`GO:0005886^cellular_component^plasma membrane`GO:0001664^molecular_function^G protein-coupled receptor binding`GO:0031683^molecular_function^G-protein beta/gamma-subunit complex binding`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity`GO:0046872^molecular_function^metal ion binding`GO:0031826^molecular_function^type 2A serotonin receptor binding`GO:0001508^biological_process^action potential`GO:0007188^biological_process^adenylate cyclase-modulating G protein-coupled receptor signaling pathway`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0060158^biological_process^phospholipase C-activating dopamine receptor signaling pathway`GO:0030168^biological_process^platelet activation`GO:0007165^biological_process^signal transduction	.	.	.	.
TRINITY_DN2004_c0_g1	TRINITY_DN2004_c0_g1_i1	TTC1_MOUSE^TTC1_MOUSE^Q:7-213,H:219-287^53.623%ID^E:1.08e-09^RecName: Full=Tetratricopeptide repeat protein 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:66827	GO:0005829^cellular_component^cytosol	.	.	.	.
TRINITY_DN2073_c0_g1	TRINITY_DN2073_c0_g1_i1	CLPP_MAGSA^CLPP_MAGSA^Q:9-263,H:111-195^71.765%ID^E:3.61e-40^RecName: Full=ATP-dependent Clp protease proteolytic subunit {ECO:0000255|HAMAP-Rule:MF_00444};^Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum	.	.	.	.	.	.	.	.	KEGG:mag:amb2792	GO:0005737^cellular_component^cytoplasm`GO:0004176^molecular_function^ATP-dependent peptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity	.	.	.	.
TRINITY_DN2099_c0_g1	TRINITY_DN2099_c0_g1_i1	TPC6B_DANRE^TPC6B_DANRE^Q:207-31,H:84-141^42.373%ID^E:4.23e-10^RecName: Full=Trafficking protein particle complex subunit 6b {ECO:0000303|PubMed:28626029};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio	.	.	.	.	.	.	.	.	KEGG:dre:450008	GO:0005801^cellular_component^cis-Golgi network`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005802^cellular_component^trans-Golgi network`GO:0030008^cellular_component^TRAPP complex`GO:0006888^biological_process^endoplasmic reticulum to Golgi vesicle-mediated transport`GO:0007399^biological_process^nervous system development`GO:0043087^biological_process^regulation of GTPase activity	.	.	.	.
TRINITY_DN2079_c0_g1	TRINITY_DN2079_c0_g1_i1	FCP_CHAMQ^FCP_CHAMQ^Q:423-22,H:66-198^40.441%ID^E:2.96e-21^RecName: Full=Fucoxanthin-chlorophyll a-c binding protein, chloroplastic {ECO:0000305};^Eukaryota; Sar; Stramenopiles; Ochrophyta; Raphidophyceae; Chattonellales; Chattonellaceae; Chattonella	.	TRINITY_DN2079_c0_g1_i1.p1	7-423[-]	FCP_CHAMQ^FCP_CHAMQ^Q:1-134,H:66-198^40.441%ID^E:2.29e-21^RecName: Full=Fucoxanthin-chlorophyll a-c binding protein, chloroplastic {ECO:0000305};^Eukaryota; Sar; Stramenopiles; Ochrophyta; Raphidophyceae; Chattonellales; Chattonellaceae; Chattonella	.	.	.	.	.	GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0016168^molecular_function^chlorophyll binding`GO:0009765^biological_process^photosynthesis, light harvesting`GO:0018298^biological_process^protein-chromophore linkage	GO:0009535^cellular_component^chloroplast thylakoid membrane`GO:0016168^molecular_function^chlorophyll binding`GO:0009765^biological_process^photosynthesis, light harvesting`GO:0018298^biological_process^protein-chromophore linkage	.	.	.
TRINITY_DN2040_c0_g1	TRINITY_DN2040_c0_g1_i1	FCL_MOUSE^FCL_MOUSE^Q:202-2,H:122-188^71.642%ID^E:2.5e-34^RecName: Full=GDP-L-fucose synthase {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	.	.	.	.	.	.	.	.	KEGG:mmu:22122	GO:0050577^molecular_function^GDP-L-fucose synthase activity`GO:0047918^molecular_function^GDP-mannose 3,5-epimerase activity`GO:0042802^molecular_function^identical protein binding`GO:0042351^biological_process^'de novo' GDP-L-fucose biosynthetic process`GO:0019673^biological_process^GDP-mannose metabolic process`GO:0010595^biological_process^positive regulation of endothelial cell migration`GO:1904906^biological_process^positive regulation of endothelial cell-matrix adhesion via fibronectin`GO:0001913^biological_process^T cell mediated cytotoxicity	.	.	.	.
TRINITY_DN2090_c0_g1	TRINITY_DN2090_c0_g1_i1	.	.	TRINITY_DN2090_c0_g1_i1.p1	1-303[+]	.	.	.	.	.	.	.	.	.	.	.
TRINITY_DN2074_c0_g1	TRINITY_DN2074_c0_g1_i1	CNOT7_XENTR^CNOT7_XENTR^Q:301-5,H:25-124^60%ID^E:4.45e-36^RecName: Full=CCR4-NOT transcription complex subunit 7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana	.	TRINITY_DN2074_c0_g1_i1.p1	2-301[-]	CNOT7_XENTR^CNOT7_XENTR^Q:1-99,H:25-124^60%ID^E:4.01e-36^RecName: Full=CCR4-NOT transcription complex subunit 7;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Silurana	.	.	.	.	KEGG:xtr:100124970	GO:0030014^cellular_component^CCR4-NOT complex`GO:0030015^cellular_component^CCR4-NOT core complex`GO:0005634^cellular_component^nucleus`GO:0000932^cellular_component^P-body`GO:0000175^molecular_function^3'-5'-exoribonuclease activity`GO:0004532^molecular_function^exoribonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0004535^molecular_function^poly(A)-specific ribonuclease activity`GO:0003723^molecular_function^RNA binding`GO:0043928^biological_process^exonucleolytic catabolism of deadenylated mRNA`GO:0031047^biological_process^gene silencing by RNA`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0017148^biological_process^negative regulation of translation`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:1900153^biological_process^positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay`GO:0060213^biological_process^positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	GO:0030014^cellular_component^CCR4-NOT complex`GO:0030015^cellular_component^CCR4-NOT core complex`GO:0005634^cellular_component^nucleus`GO:0000932^cellular_component^P-body`GO:0000175^molecular_function^3'-5'-exoribonuclease activity`GO:0004532^molecular_function^exoribonuclease activity`GO:0046872^molecular_function^metal ion binding`GO:0004535^molecular_function^poly(A)-specific ribonuclease activity`GO:0003723^molecular_function^RNA binding`GO:0043928^biological_process^exonucleolytic catabolism of deadenylated mRNA`GO:0031047^biological_process^gene silencing by RNA`GO:0008285^biological_process^negative regulation of cell population proliferation`GO:0017148^biological_process^negative regulation of translation`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:1900153^biological_process^positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay`GO:0060213^biological_process^positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	.	.	.
